Marca temporal,¿Cómo calificarías el BootCamp Emprendedores 2026?,¿Qué tan conforme estuviste con la organización del evento? ,¿Qué opinás acerca del trabajo realizado por nuestro equipo organizador?,¿Qué te pareció el proceso de acreditación? ,¿Qué te pareció el formulario de inscripción?,¿Qué tan conforme estás con la comunicación previa al evento?,"Si quieres, dejanos un comentario sobre la comunicación previa al evento:",¿Estuviste conforme con la categoría a la que fuiste asignado?,¿En cuál te hubiese gustado estar?,¿Qué tan útil creés que fue el hilo conductor de las charlas durante el BootCamp?,¿Qué tan conforme estuviste con las charlas de los oradores?,¿Cuál fue tu orador favorito? ¿Por qué?,"Si quieres, dejanos un comentario sobre los oradores:",¿Qué tan conforme estuviste con los mentores?,"Si quieres, dejanos un comentario sobre los mentores:",¿Qué tan conforme estuviste con la comida?,"Si quieres, dejanos un comentario sobre la comida:",¿Recomendarías el BootCamp a tus amigos o familia?,¿Qué recomendación nos harías para tener en cuenta en la próxima edición?,¿Te hospedaste en el Milhouse Hostel Avenue?,"Cuando llegaste a la habitación, ¿estaba todo en buenas condiciones? ¿Necesitaste ayuda en algo por parte del hotel? Contanos",¿Estás conforme con la elección de la habitación? ¿Sufriste alguna incomodidad? ,¿Algo que quieras decirnos? Te leemos,Te dejamos este espacio para hacer algún comentario extra
3/06/2026 10:54:17,10,10,"La verdad, impecable. Fue un evento de primerísimo nivel y eso es en gran parte gracias al equipo. Estuvieron abiertos a escucharnos y darnos una mano con lo que necesitábamos en todo momento. Generaron un ambiente de calidez y compañerismo pero sin perder de foco el profesionalismo.
Se notó mucho el tiempo y el trabajo que había por detrás, un evento así no se organiza de un día para el otro.
Muchas gracias por la buena onda :)💘",10,10,10,"Me pareció súper clara, no le modificaría nada.",Sí,,10,9,"Gastón Remy. Me encantó que además de hablar de proyectos exclusivamente laborales, dio un mensaje sobre propósito y autoeducación. Me parece muy inspirador escuchar a grandes líderes como él hablar de esos temas","Me encantaron todos, superaron ampliamente las expectativas. Es increíble pasar de una charla a otra y que cada orador sea mejor que el anterior. Pongo un 9 en esta categoría solamente porque me hubiese gustado ver a alguna mujer en alguna alta posición de liderazgo",10,Unos capos todos los que pasaron por mi grupo al menos. Súper creativos y dispuestos a ayudar. También es inspirador escuchar a chicos como ellos hablar sobre sus proyectos y experiencias. Terminar de complementar la experiencia.,9,Riquísimo todo. Pongo un 9 solamente porque me hubiese gustado alguna opción más saludable para el desayuno y la tarde,10,"Verdaderamente cualquier recomendación sería poniéndome muy exigente, porque el evento es un 10 en todo sentido.
Solamente esas dos cosas que ya mencioné antes: agregar alguna opción más saludable en el desayuno y pensar en llamar alguna mujer más como speaker.
Esto último, entiendo que es más difícil, pero como mujer creo que sería muy valioso e inspirador tener la oportunidad de escucharlo.",Sí,"Impecable la habitación. Muy linda y en excelentes condiciones. Si, necesitamos que apaguen la calefacción el primer día porque nos hacía calor y en un ratito lo solucionaron.",Súper conforme. Eramos un montón y la convivencia estuvo perfecta,Muchas gracias a Milhouse!!!!,Nada para agregar!!! De verdad muchísimas gracias por todo💘
3/06/2026 10:54:19,10,10,"Genial! Me hicieron sentir super comodos,dispuesto a ayudar,un espacio en el que se pudo trabajar super motivado y cuidado",10,10,10,"Como participante del interior,me super sirvio el cronograma de actividades descripto para saber donde ibamos a estar! Me resulto muy bueno y un gran alivio que el trasnporte fuera guiado para llegar al evento!!!! Gracias",Sí,,9,10,"Sin duda Ale Vázquez,una historia super humana con la que pude conectar y me abrio a poner todas mis ganas e ideas para el bootcamp.Una historia de trabajo,superación que marco mi bootcamp","Siento que cada orador fue perfecto,entendi las dos miradas.Desde corpo y emprendimiento,como ser parte de una no excluye de por vida en cambiar.Algo que hasta este momento no lo habia pensado,algo que el Bootcamp me enseño.",10,Nos super sirvio! Pero capaz tener algun mentor asignado por grupo (mas presente) capaz sirve un poco mas que ir rotando entre tantos.Pero gente super capaz que aporto mucho,10,,10,"Me gustaria algun orador del interior!! Pero lo demas estuvo increible,el mejor bootcamp de la historia",Sí,"Todo en perfectas condiciones.Muy Higiénico todo,camas y  un lugar super comodo y agradables",Si! Estuve super conforme desde las personas de recepción.Las actividades por la noche y los compañeros de habitación perfecto,"Espacios increibles en hostel,super comodos.Gran disposición de las personas de recepción y encagados. Nos dejaron usar espacios comunes y demas hasta mucho después del checkout,super comodos y recomendable para volver.",
3/06/2026 11:08:37,10,8,"Excelente, felicitaciones",10,5,10,,Sí,,9,9,"Hubo muchos muy buenos. Me quedo con Mike porque me parece que combinó de manera perfecta el relato de su historia personal con los consejos sobre como pensar, crear, vender y escalar un producto, de punta a punta. ",,10,,10,,10,"El evento estuvo buenísimo. Las charlas estuvieron impresionantes la mayoría, otras ya eran un poco repetitivas o se extendieron demás a mi gusto. Me parece que fueron demasiadas. Me resultó un poco frustrante tener que dejar de trabajar cada 45 min, entre charlas y actividades. Siento que reducir de 12-15 charlas (no sé cuantas fueron) a 8-10 sería ideal. Dicho esto, los felicito porque al mismo tiempo las charlas estuvieron excelentes, muy inspiradoras, y la gente que llevaron era muy grosa. Una cosa no quita la otra jaja. Después no tengo nada para aportar: organización, comida, mentores, etc., todo excelente. Pongan wifi en el PI por favor!! Somos el ITBA!! Los felicito chicos, gracias por la oportunidad :)",No,,,,
3/06/2026 11:15:09,10,10,"Muy pero muy bien, todos predispuestos para los demás y ayudando al compañero. Se notó un equipo muy unido, todo trama estaba unido. Una locura las charlas que consiguieron, los premios, las sedes, la comida y todo.",10,10,10,"Estuvo muy buena, lo único es que para los del interior que nos avisen dos semanas antes si quedamos o no es medio complicado para sacar los pasajes porque salen más caros, pero es lo único.",Sí,,8,9,"Mi orador favorito fue Mike porque me di cuenta que es una persona que logra crear negocios de la nada, me sorprendió que vendía empresas como si nada y después hacía otra","Me gustaron mucho todos, lo que corregiría sería que hablen sobre algo en específico porque todos contaron la vida de emprendedor y está muy bueno pero me parece imposible que realmente nos la cuenten en tan poco tiempo entonces si nos contaran algo en específico podrían desarrollarse mejor en el tiempo que les dan ",9,"Muy buenos todos, increíble que hayan tantos argentinos con empresas increíbles, muy buena la predisposición de ellos para ir ",10,"Increíble, fui creyendo que iba a pasar habré y todo lo contrario comí hasta por los codos y muy rico",10,"Les diría que antes de arrancar el bootcamp den una explicación de que se trata porque muchos van sin saber bien cómo es, solo sabiendo que es una competencia de emprendedores, pero no saben cómo funciona cada día. Si tiene que ser un misterio está bien, pero a mí me hubiese gustado que me expliquen un poco más de qué se trata.",Sí,"Estaba todo impecable, muy limpio y ordenado","Me pareció de 10 muy linda la habitación, me gustó que tengan cortinas las camas, lo único malo es que no nos avisaron que había que llevar adaptador","Muy buena elección, que todos los del interior vayamos a un hotel y podamos compartir todos juntos","Fue el mejor BootCamp de la historia, lo voy a recomendar a amigos para que lo hagan el año que viene "
3/06/2026 11:17:34,9,8,"Un 10, aguante los trameros",7,9,7,,Sí,,9,8,"Victor Valle y los de La Fabirca, creo que tenian como una buena sintonia y tanto lo que decian y como lo decian era muy valioso.",,6,A mi grupo la verdad es que no pasaron muchos mentores,8,,10,"Por mas que los momentos de trabajo esten bien definidos, en sentido de que el viernes es problema, sabado resolverlo y domingo pitch. Estaria bueno que desde el principio los participantes sepamos como iban a ser los pitchs, porque nostros trabajamos mucho pensando que iban a ser de 5/6 mins y tuvimos que sacar muchas cosas medio a las corridas cuando nos enteramos que era de 3.",No,,,,"Mil gracias por el evento, sin dudas el mejor bootcamp de la historia"
3/06/2026 11:24:33,9,9,El trabajo que hicieron me pareció excelente al igual que el trato que tuvieron con nosotros. Todos súper amorosos y buena onda🫶🏼,10,9,9,"La comunicación fue súper clara. Desde el primer mail informativo estuvo clarisimo el tema horarios y lugares. La única crítica que tengo es que hubiese estado genial que armen un cronograma de actividades de cada día, más que nada para tener una noción del tiempo de cada bloque de trabajo. Eso a nivel de organización de cada grupo era clave! Las charlas se podían incluir en el cronograma sin spoilear a los oradores y tambien se podía informar los puntos de encuentro antes de cada actividad. Con eso todos los participantes ya iban a tener una idea de a dónde ir y se hubiese evitado varias situaciones de grupos ""perdidos"" porque nadie les avisó a dónde ir.",Sí,,10,9,"Definitivamente Ale Vazquez. El hilo conductor que siguió en toda su presentación me pareció atrapante. Siento que empaticé con él desde el lugar de estudiante que tiene muchas ganas de crear algo. Además las anécdotas que contaba en el medio fueron súper entretenidas y reflejaron completamente el camino de un emprendedor, sin romantizar necesariamente nada. Dejó en claro que es una montaña rusa y que hay altos y bajos, pero que con muchas ganas y con el quipo correcto se puede lograr. Estoy pensando seriamente comprarme su libro! Jajaj","En linea general, todos fueron excelentes. Nos ayudaron a entrar en tema y dieron muy buenos consejos para organizarnos con el planteo del problema y la solución. El único orador que sentí que no estuvo alineado con el hilo conductor de todas las charlas, fue el de las minas. Estuvo como charla para la categoría de procesos, pero sentí que fue más una clase. Estuvo interesante, pero no siento que nos haya aportado demasiado para la resolución del problema, quizas en otro contexto hubise estado genial.",8,"A nosotros nos llegó un solo mentor, que nos dio un feedback clave por su experiencia con la tecnología que queriamos implementar. Fuera de eso, mi equipo se tuvo que ocupar mucho de buscar mentoría en algunos de los oradores o en extrameros. Nos dieron buenos consejos y sus opiniones nos ayudaron mucho para armar el speech y prepararnos para responder preguntas del jurado. ",10,"La variedad de comida estuvo excelente, pensaron en todos. Escuché que mucha gente se quejó de la comida fría, a mi particularmente no me molestó. Pero quizá ese tema se podría mejorar con el cronograma. Al menos así no se pierde tiempo ubicando a la gente para que vayan a comer.",10,Solamente el cronograma chicos. El resto estuvo 100/10 🫶🏼,No,,,,"Ya agradecí varias veces, pero una última vez no está de más.
Estuvo INCLEIBLE chicos, los felicito a todos! Espero que todos se sientan más que orgullosos de todo su trabajo y del resultado del evento. No tengan dudas de que lograron contagiar a cada uno de los participantes de esta chispa emprendedora que se ve de lejos en todos ustedes.
Para el formulario de inscripción, les conté en el video que tenía muchisimas ganas de animarme a hacer cosas nuevas y que este evento era una de esas que sentía que me iba a cambiar la vida. Sin duda fue la mejor decisión aplicar, salí con una mente mucho más abierta y con muchas más respuestas a mis proyectos personales, sin mencionar todo lo que aprendí y toda la gente copada e interesante que conocí.
No tuve la oportunidad de hablar con muchos de ustedes, pero sí hable bastante con los extrameros que me hicieron tener una idea de la dimensión que tiene organizar este tipo de eventos.
Me encantaría poder replicar este tipo de impacto que tienen en la gente en los eventos que organiza el Fiuba Consulting Club en mi facu! El año que viene me postulo seguro!
Ojalá nos crucemos en el futuro chicos! Para lo que necesiten, les dejo mi contacto: @bymar_andrade
andradellanosmi@gmail.com
🫶🏼"
3/06/2026 11:38:54,10,10,"Excelente, muy atentos a cualquier problema que podía surgir y muy buena onda todos",10,8,10,"Se entendió todo perfecto, lo único que remarco es que podría haber un cronograma, entiendo que es parte de la gracia la sorpresa también",Sí,,10,10,"Me gusto mucho el equipo de Humand, porque sentía cierta cercanía hacia los chicos justamente porque son bastante jovenes",Todos muy buenos y muy interesantes. Me gustó que cada uno contase su historia y las reflexiones que aprendieron en el camino,9,"Osky crack, nos ayudo bastante a plantear el modelo de negocio",8,,10,"Estaría bueno que los chicos que participen del bootcamp sepan bien cuanto tiempo de trabajo tienen, para poder organizarse mejor con los tiempos. Nuestro grupo pensó que teníamos mas tiempo para preparar el pitch y no llegamos a practicarlo bien",No,,,,"Muy copado el ambiente del bootcamp, todos muy buena onda. Ya recomendé a todos mis amigos que se anoten el año que viene. Muchos éxitos en las próximas ediciones! "
3/06/2026 11:58:43,10,10,"Sin comentarios, la verdad que lo hicieron de la mejor manera. Sinceramente no les tenia fe desde un principió jeje pero lo hicieron increible ",10,10,10,"Me pareció buena, se me hace que seria mejor avisar quienes quedan con un poco mas de tiempo, de todas forma no recuerdo bien cuanto antes habian avisado quienes quedaron... pero es solo para organizacion de cada uno. Pero en sí me pareció bien ",Sí,,10,10,"Me gustó mucho la forma en la que habló Paco de superville, me gustó su idea de hacer que las cosas sucedan y cuando habló de sus personalidades.",Sinceramente me gustaron a todos los que llevaron,10,,10,"De 10 la comida, sumamente agradecido.",10,"No lo sé, quisas dar antes los anotadores para tenerlos en las charlas jajajaja pero no, muy bueno todo ",Sí,Todo de 10,Conforme. Ninguna,"Todo de 10, los chicos muy buena onda... estando en el hostel es mas linda la experiencia aún del bootcamp ","Muchas gracias a todos ustedes!! Me llevo UNA EXPERIENCIA HERMOSA y muchas cosas lindas más,  me pone muy contento poder ver a otros chicos con proposito y que tengan esa mentalidad positiva como uno... y como dijo uno de los chicos, a veces los del interior nos perdemos este tipo de oportunidades, acá es poco común eventos así, por eso agradecerles enormemente por darnos la oportunidad de participar a nosotros los del interior... Son unos grandes!!! LES DESEO LO MEJOR SIEMPRE ♡ hasta la proximaa ♡♡"
3/06/2026 12:05:08,10,10,"Excelente atención, estuvieron antentos a todo y cada detalle para asegurarse que cada participante la pasara bien",10,9,10,Me hubiese gustado tener mas info del cronograma o los speackears,Sí,,10,10,"Mike Medus, fue una gran charla para motivarnos a tomar accion y aprender a iterar un producto con tal de que el proyecto siga en pie.","La charla de Javier Iguacel tambien me volo la cabeza, siento que aprendi mucho sobre el uso de energias para nuestra sociedad desde una perspectiva que nunca se habia visto.",7,"estuvieron bien, tampoco fue guau porque aveces nos terminaban confundiendo mas que ayudando",10,Ricazo todo,10,"Quizas la comunicación sobre el cronograma es algo que puedan mejorar, igual no se si la idea era justamente que cada charla y espacio sea sorpresa, en lo personal a mi me hubiese gustado saber a quien iba a escuchar antes de conocerlo como para investigrlo un poco jajaj",Sí,Todo OK,"El grupo que se formo en la 209 fue lo mejor del viaje, son re cracks mis compañeros","nada en particular, excelente trabajo equipo, solo queda estar agradecido por la oportunidad que me dieron a mi y todos la gente del interior de vivir una experiencia tan unica y divertida donde fue trabajar para seguir mejorando cada uno como persona, infinitamente agradecido enserio.","Me hubiese gustado poder haber hablado mas con el equipo organizador, para ser chicos de la misma edad que yo se nota lo cracks que son y conocerlos un poco mas me hubiese gustado."
3/06/2026 12:30:41,10,9,Todo excelentemente organizado y la predisposicion fue altisima,9,10,10,,Sí,,9,8,Ex CEO de Google. Por como una persona de tan alto impacto nos pudo realizar recomendaciones de desarrollo a nivel individual y empresarial.,,5,,10,,10,"Que los speakers si bien es importante charlar y conocer sus historias de vida, nos lleven un poco mas a lo que nos sirva como desarrollo profesional y personal (quizas va relacionado con que lo tenian preparado pero para charlas mas largas)",Sí,Todo en buenas condiciones y buen recibimiento.,"Conforme con el hostel, la habitacion y los compañeros",.,Agradecer y recalcar la importancia que significa para los del interior que se abra este espacio para todos. La manija que denotaron son las muchas ganas que hay y oportunidades como estas no las hay
3/06/2026 12:34:52,10,10,"Desde el primer dia del bootcamp no pare de elogiar lo bien que estaba organizado, sin duda si no hubiera tenido tal organización al detalle, el evento no hubiera tenido tal magnitud, solo queda felicitarlos por el laburazo que metieron que se ve reflejado en lo fructífero que fue el evento.",10,9,8,"Falto mas información acerca del evento en si, entiendo que había muchas cuestiones de sorpresa pero muchas otras quizás podían adelantarse, o mismo saber un cronograma de como iba a ser cada dia para aprovechar mejor el tiempo de trabajo. Ademas a veces se complico la búsqueda en algunos avisos sobre el horario de entrada y salida de cada dia del bootcamp.",Sí,,10,10,"Mike Medus, Martin Rastellino y los chicos de Humand.","Uno mejor que otro, la verdad trajeron oradores que ninguno se quedaba atrás. Todos aportaron algo valioso y que después sirvió para encarar proyectos.",7,"Había muchos muy buenos y colaborativos que puedo destacar como, Nico del primer dia(creo que era de despegar), Ux kid y Jose Geoghegan, quienes se han quedado horas con nosotros y eran muy genios con mucha predisposición. Y por otro lado había algunos otros que se les notaba quizás no tan predispuestos a ayudar, y a los 5 minutos tenia que irse para otro lado y no aportaban mucho valor ni se los notaba muy comprometidos. La verdad había de todo pero en general eran positivos.",8,"Desayuno/merienda fueron siempre increíbles y eran las que lograban que nunca pases hambre y quedes recontra lleno. Las cenas también estaban muy bien, de lo único quizás que podría dejar mas negativo era sobre los almuerzos, que entiendo como fue el tema con Chichen chill hablando con los organizadores, pero 1 sola hamburguesería chica y sin papas, dejaba un poco de hambre, que luego siempre se equilibraba con las meriendas. Ademas otro dia comimos estilo poke, que en lo personal no llenaba tanto esa ensalada y no había muchas mas opciones, mas que eran de pollo, y quizás solo traían 3 pedazos. De vuelta en general todo positivo, salvo los almuerzos en algunas instancias.",10,"La unica queja de organización quizás se la atribuyo a la selección de jurados, que lejos de quejarme por algo personal, algunos eran muy grosos, como los mismos evaluando a los finalistas, pero en algunas categorías se supo que alguno que otro no era del mundo emprendedor, o mismo cada jurado no tenia idea de cual era la consigna del bootcamp, entonces no terminaban de analizar bien cada proyecto, mas que hubiera estado bueno un feedback individual de cada proyecto, incluso de aquellos que no pasaron de ronda. Y por ultimo cuando argumentaron su decisión y lo que les hubiera gustado ver en presentaciones, no hacia sentido con los proyectos elegidos y tampoco con los dejados afuera. Siento que al final se terminaron quedando con el proyecto mas atractivo como idea, y no con lo que decían que evaluaron. De igual manera es totalmente valido pero hubiera estado bueno que el feedback dado en la elección haga sentido con lo elegido.",No,,,,"Sin duda una de las mejores experiencias de mi vida, me oriento mucho en el mundo emprendedor, me lleve mil enseñanzas que hoy pongo en practica y son de mucho valor. Y lo mas importante, es un eventazo para hacer networking, donde conoci y converse con mas de 100 personas, con la misma energía y con las mismas ganas y hambre que yo de querer hacer algo y moverse por ello. Increíble organización de parte del evento, es loco pensar que es realizado por estudiantes de la facultad, y que hayan estado en cada detalle. La verdad un evento 10/10, imposible expresar todo en un espacio escrito pero sin duda un evento único que sin duda no podes dejar pasar si sos del palo emprendedor o te interesa conocer gente que este en la misma que vos."
3/06/2026 13:32:02,10,10,"Excelentes todos. Muy buena predisposición para resolver dudas sobre todo tipo de temas, sea de organización, horarios, cosas que no entendíamos, para acompañarnos en el traslado desde y hacia el hostel, traernos mentores cuando lo necesitábamos. Realmente un lujo todo el trabajo realizado.",10,8,8,"Estaría bueno agregar la modalidad del after, para que los que no estaban en el hostel se pudiesen organizar. Además, aclarar que las cenas hacen que sea hasta más tarde el horario general del evento. El resto, todo excelente!",Sí,,9,9,"Victor Valle. Nos habló de la carrera corporativa, pero tambien de la importancia del compañero de vida y de la familia. ",,7,"De los 4 mentores que consultó mi grupo, solo dos nos supieron ayudar, el resto, no sabian ni que preguntas hacernos para ayudarnos.",8,,10,"Seguir así! La organización fue excelente, cumplieron con todo lo que prometieron! De todas formas, en la charla de preparación para el pitch, pediría que den una estructura más concreta y tener algún criterio más claro sobre qué es lo que evalúan los jurados ",Sí,Sii! Llegué primera a mi habitación y estaba todo limpio y ordenado. Nos dieron el número de la recepción para poder coordinar el prendido y apagado del aire acondicionado cuando lo necesitáramos. Necesite una frazada extra y me la dieron automáticamente!,Conforme!,No no,
3/06/2026 13:33:11,10,10,"Muy bueno, realmente nada que decir en contra de ustedes, se nota que le metieron un monton de esfuerzo",10,10,10,,Sí,,10,10,"El de human, javi el exministro y la de alejandro vazquez. Super enriquecedoras y trajeron no solo esa energia de emprendedores si no que tambien trajeron conceptos e ideas reales",,10,,10,,10,"Maxi trusso tenia que estar, igual muy buen evento",No,,,,
3/06/2026 14:10:59,10,10,"Muy bueno, el trato fue excelente, todos los integrantes del equipo estaban siempre a disposicion para mentorear en los trabajos o ante cualquier duda que surgía sobre la organización del evento.",10,10,9,"Quizás hubiera incorporado un cronograma detallado con los horarios de las charlas y los bloques de trabajo, que habría permitido organizarnos mejor. Fuera de eso, todo estuvo excelente.",Sí,,10,10,"Mi orador favorito fue Víctor Valle, ya que si bien repasó toda su trayectoria profesional, hizo un gran énfasis en la importancia de la familia y de estar siempre bien acompañado, destacando la necesidad de mantener un equilibrio saludable entre el trabajo y la vida personal. A su vez, me gustó que la charla haya sido moderada por los chicos de La Fábrica.","Sobre los oradores no dejaría ningún comentario, pero creo que hubiera sido mejor dar más tiempo para preguntas, ya que habían oradores muy interesantes a los que se les pudieron hacer muy pocas preguntas. Pero quitando eso, estuvo todo muy bien.",10,"Todos fueron excelentes. Creo que es fundamental contar con mentores que hayan participado en ediciones anteriores del Bootcamp, además de profesionales especializados en cada rubro, y creo que ese equilibrio se logró a la perfección.",10,,10,"Como sugerencia, comod dije anteriormente, creo que hubiera sido fundamental contar con un cronograma que separe claramente los bloques de oradores de los espacios de trabajo, ya que varias veces nos ocurrió que creíamos tener tiempo para desarrollar el proyecto y nos sorprendió una charla. También hubo una confusión de tiempos el último día, ya que entendimos que teníamos hasta las 14:20 para entregar la presentación y que luego contaríamos con tiempo hasta las 16:00 para trabajar en el pitch, pero la dinámica real fue distinta. No es que hubiera eliminado la actividad con Analía, sino que hubiera mejorado la comunicación sobre los tiempos disponibles para poder organizarnos mejor y llegar a preparar y practicar el pitch antes de la entrega final.",No,,,,"¡Felicitaciones a todo el equipo de Trama por el esfuerzo realizado durante este último año para hacer EL MEJOR BOOTCAMP DE LA HISTORIA! Por mi cercanía con Pili y Joaco, pude vivir un poco más de cerca el proceso de creación y sé perfectamente todo lo que trabajaron y tuvieron que luchar para que saliera adelante. Les aseguro que el resultado superó todas las expectativas, y el impacto que generaron en los participantes fue enorme. ¡Felicitaciones por la garra y el compromiso que le pusieron, son un gran equipo!"
3/06/2026 16:31:56,10,10,"Predisposición y compromiso al 100%, una energía muy linda. Siempre activos y con buena onda para todo",10,10,10,"Súper organizado, tanto por mails colmo por wsp",Sí,,8,9,"El de tienda nube (no me acuerdo el nombre), por como transitorio su interés y pasión por intentarlo. Su convicción con su idea y apostar a eso, la historia personal","Muy grosos todos, súper predispuestas para dar una charla un fin de semana, se los noto a todos muy apasaionados",9,"En general todos súper interesados y con buena predisposición a ayudar y mejorar cada proyecto, desde la crítica constructiva e ideas que súper aportaban",10,Muy rico todo,10,"Que difíci, estuvo todo muy completo y organizado. Muy difícil es mejorar algo. Realmente creo que fue el mejor Bootcamp de la historia ",No,,,,"Más que agradecida con esta experiencia, me llevo mucho aprendizaje y muchísimas más ganas de las que tenía. Me parece súper importante fomentar esto en los jóvenes y que despierten ese bichito del emprendedurismo. Fue un fin de semana suuuuper intenso y me encanta, quedé súper manija ❤️"
3/06/2026 16:32:01,10,8,"Todo super bien, los organizadores siempre estuvieron a disposición de nosotros.",9,7,8,,No,Procesos y Operaciones by Pan American Silver,10,10,"Mike Medus, se adentro mucho en el ser emprendedor, dando buenos consejos y bajando a tierra lo que conlleva serlo.",,9,,7,,10,"Quizá dar un itinerario del día, sin decir quienes son los oradores o lo que sea pero tener un pantallazo del tiempo.",No,,,,"Fue todo increible, lo recomendare a mis amigos y gente del ambito sin duda!"
3/06/2026 16:33:52,10,9,Impecable ,10,9,10,,Sí,,10,9,Mike medus y los chicos de humand. Ambos me mantuvieron muy enganchados toda la charla con un muy buen storytelling y reflexión sobre fallar y volver a intentar.,De primer calidad todos la verdad. ,8,Federico Larrory y Gastón chapartegui fueron esenciales para el desarrollo de la idea.,8,"Único comentario: quizás hubiese estado buena una opción más “saludable” en la merienda, xq siempre fueron medialunas y donas. Pero nada grave, la verdad que estuvo todo excelente.",10,Sigan así!,No,,,,"Me voy totalmente cambiado, increíble la experiencia!"
3/06/2026 16:34:01,10,10,"Impeccable organización y trabajo. Los chicos se lucieron en todo. Ya sea en comida, la escucha, los tiempos ",10,10,10,Estuvieron impecables y me encanto la forma en la cual se dirigieron a los postulantes. Muy creativos y espontáneos ,Sí,,10,10,"Malena Philpotts. Porque es una persona que hablo de lo que implican las emociones y el mundo interno de uno, tuvo una re linda energía ",Muy buenos todos ,10,Todos muy dedicados e inteligentes ,10,Barbara,10,Estuvo todo increíble! ,No,,,,Gracias a ustedes por seleccionarme y dejarme participar en un evento de tal magnitud! considero que todos en la vida deberían experimentarlo ya que la energía e ideas que palpas durante los tres días es maravillosa. Un antes y un después 🩷
3/06/2026 16:34:51,10,10,De 10 con todos! ,8,10,10,Bastante bienn!,Sí,,10,10,"Los chicos de Vista, siento que tenemos los mismos principios, lo cual me identifique mucho",Tipazos,8,Unos tipazos,10,Riquisima,10,"Que sigan igual, en mi caso me gusto mucho como estaba todo",Sí,"Las habitaciones estaban muy bien cuidadas, muy lindo trato del hostel",Sisi conforme,La 209 amamos a todo trama,"Hermosa experiencia, me la llevo a la tumba, conoci gente muy interesante, cada uno tenia una historia que contar lo cual me encanto escuchar los proyectos de cada uno! De 10 todo"
3/06/2026 16:39:56,10,10,Exelente!,10,10,10,,Sí,,9,10,"Gero Maspero, genio total, arranco de 0 y eso es lo q nos contó",,8,No tuvimos mentor en el gruponpero salimos a buscar y hablar con todos los q encontrábamos y eso estuvo genial,10,,10,Mantengan esto y solo un poco mas de espacio para laburar!,Sí,Todo 10 puntos,Genial,.,
3/06/2026 16:40:55,10,10,"Excelente, ni mi familia me trata tan bien",8,8,4,"Creo que tuvieron que haber abietto el chat de whatsapp un poco antes, no una semana antes del evento.",Sí,,8,9,Alejandro Vasquez,Me gusto mucho cuando hablaban de los problemas que tuvieron y cómo los superaron,5,,8,Falto un poquito mas de cantidad,10,"Imposible que lo hagan mejor en la proxima edicion, este fue el MEJOR BootCamp de la HISTORIA",No,,,,Me enamoré de una de las chicas del Staff
3/06/2026 16:42:13,10,9,"Excelente, nos trataron siempre con muy buena onda, cercanos, y nos ayudaron cuando tuvimos algunos problemas con el proyecto.",9,9,9,,Sí,,9,9,"Los chicos de Humand: Gero, Iván y Lucila, porque me sentí más identificado desde el lugar que participante de una competición como ellos con el hackathon.",,8,,10,,10,"Creo que ninguna, realmente el evento fue grandioso. De úuultima si tuviera que recomendar algo creo que sería el tema de las presentaciones de los Oradores. Más que nada porque a veces no se llegan a ver todas por tiempo o uno no llega a anotar bien. ",No,,,,"Gracias por darnos la oportunidad de participar de este evento. Vine sin ninguna expectativa de cómo iba a ser y fue increíble: la onda que le pusieron, la gente con la que traté y me llevé re bien (gracias Planta jajaj), los consejos de los Oradores, fue simplemente más de lo que hubiera imaginado, y me pone muy feliz haber sido parte. Realmente es un evento único en la vida que te cambia, te hace crecer y te hace ser mejor de lo que eras antes de entrar. Ojalá lo sigan haciendo, sigan sembrando y motivando la semilla de Emprender en los demás, que nosotros jamás lo vamos a olvidar.
Muchísimas gracias por todooo!!!! 💙💛💙"
3/06/2026 16:42:35,10,10,Es una locura que un grupo de chicos haya organizado esto. La dedicación que se le pusieron fue de otro nivel. No me queda más que agradecerles la oportunidad de vivir esta experiencia. ,10,10,10,,Sí,,10,10,"Disfruté mucho la charla con los chicos de Humand. Se me hizo muy interesante que cuenten su historia, como lo vivieron cada uno de ellos y lo que es emprender.","Excelente elección, todos muy capacitados, con una oratoria increíble. ",10,,10,,10,Sigan compartiendo el bichito emprendedor. Me cambiaron la mirada que tenía. Hasta el finde pasado pensaba que quería estar 20 años dentro de la corpo y crecer ahí. Con el bootcamp me di cuenta que no es el único camino.,No,,,,
3/06/2026 16:42:47,10,10,10 puntos,10,8,9,,Sí,,7,10,"El equipo de Humand, me parecio una locura lo que esta haciendo esa gente y transmitieron muy bien la pasion que sienten. Son de esas charlas que te dejan con muchas mas ganas que antes.",Estaria bueno que den mas espacios a preguntas. Creo que en esas respuestas hay mucho mas valor. La historia se puede buscar en medios de informacion.,6,"Habia algunos medio vende humo, creo que muchas veces el criterio de los participantes estaba por encima de los mentores. Asi como hubo otros que tenian una cabeza increible y me hubiera gustado charlas mas. ",10,Ricaso todo,10,"Creo que a todos los equipos en general les faltaron 2 o 3 horas de trabajo para acomodar bien todo, sobre todo el modelo de negocio. De igual manera ese tiempo se usa en charlas que son excelentes, así que se equilibra por ese lado.",Sí,"Todo excelente, me olvide el cargador en Cordoba y pude cargar el celu los tres dias en la recepcion. Re piolas los chicos.",Aguante la 209,Aguante Trama,Gracias por todo!!
